,Total US,USL Value,US Mid,USM Value,US Small,USS Value,US Dividend Appreciation,US REIT,US Consumer Staples,US Health Care,US Energy,Total International,International Developed,International Developed Value,International Developed Small,Emerging Markets,Emerging Small Cap,Frontier Markets,Global REIT,Sweden,Australia,South Africa,Gold,Commodities,Emerging Market Bonds,International Bonds,Corporate Bonds,US Bonds,TIPS,Intermediate Municipal Bonds,Long Term Treasuries,Intermediate Treasuries,Short Term Treasuries,Treasury Bills,US Large Cap Growth,US Mid Cap Growth,US Small Cap Growth,US Extended Market,US Microcap,Wellington,Wellesley,Windsor,Pacific,Europe,Precious Metals,US Corporate Bond,US Short Term Total Bond,US Junk Bonds,Long Term Municipal,Short Term Municipal,Vanguard Health Care,spdr_Energy,spdr_Materials,spdr_Industrials,spdr_Consumer Discretionary,spdr_Consumer Staples,spdr_Health Care,spdr_Financials,spdr_Information Technology,spdr_Telecom Services,spdr_Utilities,Argentina,Austria,Belgium,Chile,Germany,Denmark,East Asia & Pacific,Spain,France,"Hong Kong SAR, China",Indonesia,India,Israel,Japan,Mexico,New Zealand,Finland
1997-12-31,-2.1999999999999993,-3.419999999999998,-4.447485029999999,3.616387230000001,-8.599999999999998,-1.6530738499999984,-3.419999999999998,-14.728001199999998,3.5,7.900000000000006,-18.299999999999997,-34.177826781,-31.181807372999998,-32.12,-47.63654777,-50.01,-50.01,-50.01,-19.590457599999997,-22.86572734,-45.309851609999996,-38.32,-54.83,-47.9,-20.57,-22.5,-23.029999999999998,-23.75,-25.405568862,-26.108489999999996,-19.2858,-24.229999999999997,-26.799999999999997,-28.069999999999997,3.1500000000000057,-12.829999999999998,-20.519999999999996,-6.459999999999997,-11.649999999999999,-9.959999999999997,-12.999999999999996,-11.219999999999999,-58.86,-8.959999999999997,-72.11,-23.033349519999998,-26.24401,-21.282729999999997,-23.9,-29.119999999999997,-4.619999999999997,-8.599999999999998,-25.4,-5.699999999999999,-3.799999999999997,3.5,7.900000000000006,16.200000000000003,-5.299999999999997,7.300000000000004,-8.399999999999999,-0.6099999999999994,-17.82,-17.93,-23.979999999999997,-9.049999999999997,-1.259999999999998,-63.67,-12.709999999999997,-18.089999999999996,-41.18,-101.27,-30.189999999999998,-3.669999999999998,-64.13,-103.09,13.480000000000004,-23.07
1998-12-31,-5.359999999999999,-13.98,-18.739760479,-27.302634731,-31.23,-35.306626747,-13.98,-44.94,-5.699999999999999,12.8,-49.150000000000006,-13.020000000000001,-8.42817264,-11.41,-2.6400000000000006,-46.74,-46.74,-46.74,-36.96,-16.56022606,-24.416855577,-39.25,-29.69,-64.84,-43.370000000000005,-16.75,-20.12,-20.04,-26.025189621000003,-22.860300000000002,-15.56879,-18.01,-21.26,-23.62,13.59,-11.59,-27.62,-20.3,-30.43,-16.560000000000002,-16.78,-27.810000000000002,-26.21,0.23999999999999844,-32.53,-20.12302744,-22.052660000000003,-23.001980000000003,-22.6,-24.3,12.179999999999996,-26.1,-37.1,-19.1,4.4999999999999964,-5.699999999999999,12.8,-19.5,48.5,22.999999999999996,-14.200000000000001,-52.11,-121.56,49.599999999999994,-56.63,3.9800000000000004,-23.18,-18.41,9.870000000000001,17.470000000000002,-45.5,-52.620000000000005,-28.82,-40.370000000000005,-11.64,144.99,-70.03,-23.330000000000002
1999-12-31,2.7399999999999984,-8.5,-5.980179640000001,-19.073992016000002,2.0599999999999987,-17.926287425,-8.5,-25.11,-22.7,-30.4,-0.08999999999999986,8.850000000000001,6.115533020000001,2.5599999999999987,69.22,40.5,40.5,40.5,-16.62,41.94737487,-1.8315836099999991,39.7,-20.47,18.799999999999997,4.5,-19.11,-23.75,-21.830000000000002,-13.385369261000001,-21.57288,-29.72849,-24.59,-19.22,-16.52,7.690000000000001,49.12,-1.5100000000000016,15.149999999999999,10.419999999999998,-16.66,-25.21,-9.5,35.98,-4.449999999999999,7.75,-23.748125312,-17.76605,-18.51854,-24.6,-18.490000000000002,-14.02,-6.0,9.0,-2.0,-0.10000000000000142,-22.7,-30.4,-17.3,56.4,-1.3999999999999986,-30.8,2.120000000000001,1148.96,-45.620000000000005,10.48,9.809999999999999,-22.51,55.440000000000005,-13.92,31.479999999999997,55.940000000000005,169.02,-5.07,38.56,61.559999999999995,146.07,46.830000000000005,12.86
2000-12-31,-1.5099999999999998,15.14,27.160000000000004,31.285548899999995,6.390000000000001,30.939999999999998,15.14,35.410000000000004,14.7,47.300000000000004,45.49,-6.549999999999999,-5.30706964,5.530000000000001,6.380000000000001,-18.5,-18.5,-18.5,24.92,-13.519947539999999,-2.8125975999999984,8.43,3.380000000000001,57.690000000000005,24.32,18.009999999999998,19.270000000000003,20.450000000000003,13.650818363,18.301360000000003,28.78221,23.09,17.89,14.86,-13.15,-17.380000000000003,10.65,-6.49,9.73,19.46,25.230000000000004,24.950000000000003,-16.68,0.8800000000000008,1.7200000000000006,19.271382680000002,17.23383,8.18031,22.380000000000003,13.97,69.59,29.1,-8.799999999999999,13.0,-15.200000000000001,14.7,47.300000000000004,35.0,-29.4,-28.9,67.5,-8.860000000000001,-0.28999999999999915,8.16,-2.41,-2.25,23.8,-17.240000000000002,26.08,5.3100000000000005,11.57,-49.07,5.0600000000000005,11.33,-20.08,-35.0,-9.659999999999998,-2.9799999999999986
2001-12-31,1.049999999999999,0.1399999999999988,11.52,20.592854291000002,15.12,25.72,0.1399999999999988,24.369999999999997,8.7,-0.20000000000000107,9.469999999999999,-8.129999999999999,-9.99019083,-6.830000000000002,-10.5,9.14,9.14,9.14,16.244999999999997,-11.010036030000002,13.915286619,40.69,12.52,-20.419999999999998,10.82,18.14,21.47,20.45,19.415209581,17.07426,16.328049999999998,19.57,19.82,16.009999999999998,-0.9100000000000001,-8.57,11.24,2.889999999999999,36.0,16.21,19.41,17.74,-14.32,-8.280000000000001,30.349999999999998,21.467639515000002,20.15852,14.92382,16.56,16.77,5.1499999999999995,1.0,15.299999999999999,4.5,16.5,8.7,-0.20000000000000107,3.0,-13.0,-0.40000000000000036,-20.2,-15.150000000000002,-3.780000000000001,2.9000000000000004,5.25,-3.610000000000001,-11.830000000000002,-6.600000000000001,4.88,-6.780000000000001,-6.800000000000001,-2.210000000000001,46.019999999999996,-1.5899999999999999,-16.25,48.61,12.86,-15.95
2002-12-31,1.1899999999999977,1.2399999999999984,7.539999999999999,12.279740518999999,2.129999999999999,7.949999999999999,1.2399999999999984,25.9,15.499999999999998,2.8999999999999986,21.529999999999998,7.0699999999999985,6.529999999999999,5.91,8.269999999999998,14.719999999999999,20.049999999999997,14.719999999999999,21.1925,-7.32900708,20.988834436999998,13.419999999999998,47.41,53.239999999999995,35.989999999999995,28.81,33.339999999999996,30.409999999999997,38.76,30.062489999999997,38.82388,36.3,30.169999999999998,23.66,-1.5300000000000011,-1.3300000000000018,6.739999999999998,4.09,27.049999999999997,15.249999999999998,26.79,-0.10000000000000142,12.829999999999998,4.199999999999999,55.5,33.34384061,27.368859999999998,23.88489,32.26,25.64,10.79,5.899999999999999,14.599999999999998,-3.700000000000003,-3.900000000000002,15.499999999999998,2.8999999999999986,7.999999999999998,-14.700000000000003,-11.700000000000003,0.6999999999999993,-28.21,55.37,-0.9400000000000013,10.639999999999999,-13.840000000000003,12.29,16.14,20.729999999999997,4.469999999999999,13.649999999999999,52.89,-5.850000000000001,-4.780000000000001,13.53,29.33,4.469999999999999,-2.120000000000001
2003-12-31,2.8500000000000014,3.75,5.640000000000001,9.13473054,17.130000000000003,8.689999999999998,3.75,7.149999999999999,-12.8,-13.6,5.299999999999997,11.840000000000003,10.170000000000002,16.22,28.869999999999997,29.15,31.259999999999998,29.15,8.322499999999998,38.87813382,26.76752878,-13.03,-8.91,-8.68,-6.079999999999998,-26.25,-19.61,-24.53,-20.5,-24.040480000000002,-25.82327,-26.13,-26.12,-27.68,-2.5799999999999983,11.479999999999997,14.380000000000003,14.93,52.480000000000004,-7.75,-18.84,8.509999999999998,9.920000000000002,10.200000000000003,30.950000000000003,-19.607546337000002,-24.29869,-11.302800000000001,-23.29,-26.86,-1.9200000000000017,-2.5,9.700000000000003,3.700000000000003,6.799999999999997,-12.8,-13.6,3.5,18.200000000000003,-21.7,-4.5,82.68,39.83,7.560000000000002,45.150000000000006,28.79,29.990000000000002,30.67,28.85,11.719999999999999,25.82,53.290000000000006,-32.5,38.05,14.21,2.91,-10.61,33.34
2004-12-31,1.7799999999999994,4.549999999999999,9.610000000000001,16.176167659999997,9.159999999999998,12.81,7.19675168,20.020000000000003,-2.5,-8.9,25.909999999999997,10.1,9.51,13.1,21.03,15.38,13.35,15.38,17.54,24.57674437,18.665479140000002,32.8808381,-6.3500000000000005,5.659999999999998,0.629999999999999,-5.66,-4.83,-6.5,-2.4700000000000006,-7.5107800000000005,-3.6202600000000027,-7.34,-9.71,-9.74,-3.54,2.8499999999999996,5.3199999999999985,7.970000000000001,8.35,0.4299999999999997,-3.17,2.6400000000000006,8.089999999999998,10.12,-2.6500000000000004,-4.834044432000001,-8.62758,-2.2243399999999998,-6.62,-9.620000000000001,-1.2300000000000004,20.4,2.799999999999999,7.9,0.1999999999999993,-2.5,-8.9,-0.5,-6.3,8.4,9.499999999999998,5.26,44.55,46.699999999999996,24.39,-0.040000000000000924,13.680000000000001,8.430000000000001,18.79,4.24,9.81,23.269999999999996,28.229999999999997,20.17,9.729999999999999,19.270000000000003,29.14,7.26
2008-12-31,-0.01999999999999602,1.0500000000000043,-4.799999999999997,0.38000000000000256,0.9500000000000028,4.970000000000006,10.460000000000004,-0.02999999999999403,20.020000000000003,13.676007240000004,-2.269999999999996,-7.079999999999998,-4.25,-6.899999999999999,-9.599999999999994,-15.79,-21.86,-15.79,-15.08012806,-9.881708179999997,-10.97992137,-0.5882857499999972,42.470000000000006,-10.449999999999996,34.893011374000004,42.59,30.03,42.07,34.17,36.88096,59.53553,50.34,43.7,38.99,-1.2999999999999972,-10.049999999999997,-2.979999999999997,-1.7099999999999937,-2.469999999999999,14.720000000000002,27.180000000000003,-4.079999999999998,2.6600000000000037,-7.709999999999994,-19.0,30.033520656000004,32.275780000000005,15.730870000000003,32.150000000000006,40.760000000000005,18.570000000000004,1.4000000000000057,-8.599999999999994,-2.8999999999999986,2.9000000000000057,23.000000000000004,13.600000000000001,-18.299999999999997,-6.699999999999996,6.0000000000000036,7.300000000000004,6.850000000000001,-30.71999999999999,-19.61,-1.0700000000000003,-10.229999999999997,-11.939999999999998,-9.93,-10.29,-9.25,-12.919999999999995,-16.33,-27.4,-17.159999999999997,8.960000000000004,-21.04,-4.1299999999999955,-4.979999999999997
2009-12-31,2.210000000000001,-6.91,13.73,11.120000000000001,9.629999999999999,3.8500000000000014,-7.34,3.09,-9.54,-4.668843169999999,-1.5299999999999976,10.239999999999998,1.7800000000000011,7.320000000000004,20.63,49.49000000000001,68.30318918,27.789611690000005,15.16731142,28.926135070000004,41.66735269,25.13846836,-3.039999999999999,-11.349999999999998,-11.116591829999999,-22.24,-5.189999999999998,-20.56,-15.689999999999998,-16.27378,-38.53848,-28.18,-25.049999999999997,-25.959999999999997,9.8,16.05,15.360000000000003,10.940000000000001,-0.5399999999999991,-4.289999999999999,-10.469999999999999,8.2,-5.309999999999999,5.420000000000002,49.97,-5.188223959999998,-12.463059999999999,12.597600000000003,-12.409999999999998,-23.419999999999998,-5.529999999999998,-12.399999999999999,21.900000000000002,-5.199999999999999,15.900000000000002,-12.7,-7.299999999999997,-10.399999999999999,35.60000000000001,-18.099999999999998,-14.899999999999999,-11.7,23.040000000000003,28.860000000000003,48.56,-10.119999999999997,5.650000000000002,30.100000000000005,24.780000000000005,5.690000000000001,46.99000000000001,91.15,75.38000000000001,48.74000000000001,-20.38,50.78,23.919999999999998,20.51
2010-12-31,2.1799999999999997,-0.6300000000000008,10.55,6.719999999999999,12.809999999999999,9.91,-0.33999999999999986,13.39,-0.4800000000000004,-9.31125509,6.27,-3.790000000000001,-6.550000000000001,-11.73,10.059999999999999,3.9499999999999993,8.630531390000002,18.983599369999997,-0.2240110099999999,20.998330210000002,0.41686310999999954,22.081757389999996,13.02,-7.08,-4.07182497,-11.8,-4.26,-8.49,-8.74,-12.77573,-5.979839999999999,-7.5600000000000005,-12.27,-14.9,2.0500000000000007,14.02,15.780000000000001,12.46,9.95,-3.9700000000000006,-4.26,-0.08999999999999986,0.8599999999999994,-10.0,22.540000000000003,-4.2625807899999995,-9.701080000000001,-2.5111399999999993,-13.41,-13.96,-8.75,5.399999999999999,7.199999999999999,11.5,12.8,-0.8000000000000007,-12.3,-2.8000000000000007,-4.9,4.0,-9.5,24.8,-4.43,-11.46,33.230000000000004,-4.279999999999999,16.27,4.66,-33.239999999999995,-16.69,2.710000000000001,52.760000000000005,9.989999999999998,5.690000000000001,0.8699999999999992,15.919999999999998,14.149999999999999,8.09
2011-12-31,-1.01,-0.97,-4.08,-2.41,-4.77,-6.13,4.08,6.500000000000001,11.68,8.746443829999999,0.78,-16.53,-14.48,-14.21,-21.06,-21.15,-32.102788690000004,-24.36395743,-18.904404959999997,-18.76474254,-13.54187753,-17.65357772,6.69,-5.22,5.678811328,1.7899999999999998,5.970000000000001,5.59,11.27,7.6524399999999995,27.30743,7.830000000000001,0.2899999999999998,-1.95,-0.26,-5.81,-3.55,-5.7,-9.83,1.8800000000000001,7.660000000000001,-5.97,-15.97,-13.57,-23.669999999999998,5.974939093,-0.044190000000000174,5.162219999999999,8.719999999999999,-0.3699999999999999,9.479999999999999,2.6000000000000005,-11.9,-2.7,4.0,11.899999999999999,10.6,-19.2,0.30000000000000004,4.2,17.900000000000002,-33.78,-34.31,-16.63,-22.89,-19.119999999999997,-19.669999999999998,-15.58,-13.97,-20.68,-18.689999999999998,6.28,-40.25,-33.02,-15.09,-10.74,-12.020000000000001,-18.97
2012-12-31,0.4299999999999997,-0.8200000000000003,-0.019999999999999574,0.08999999999999986,2.219999999999999,2.7399999999999984,-4.32,1.7100000000000009,-4.73,3.2002537699999998,-12.35,2.3200000000000003,2.7399999999999984,1.6999999999999993,3.0700000000000003,2.8200000000000003,10.811505019999998,-3.5420798500000004,27.30345921,8.62556009,8.215466,5.186869739999999,-7.450000000000001,-16.43,0.701575720000001,-9.54,-4.460000000000001,-11.77,-9.04,-10.12432,-12.35474,-13.15,-15.13,-15.8,1.0700000000000003,-0.009999999999999787,1.6999999999999993,2.4899999999999984,4.009999999999998,-3.25,-5.76,4.960000000000001,-0.33000000000000007,4.98,-28.8,-4.46153915,-11.295219999999999,-1.4645399999999995,-7.74,-14.83,-0.7100000000000009,-11.4,-1.0,-0.7000000000000011,7.899999999999999,-5.200000000000001,1.8999999999999986,12.8,-1.200000000000001,2.3000000000000007,-14.7,-37.22,8.530000000000001,14.79,0.09999999999999964,9.66,8.379999999999999,-1.5199999999999996,-19.3,0.5399999999999991,9.600000000000001,-6.050000000000001,9.61,-12.690000000000001,-11.21,2.5799999999999983,12.649999999999999,-3.8200000000000003
