Date,price,dividend,earnings,CPI,date  ,interest,real price,real dividend,real earnings,cape10
2014.1,1937.27,38.80666667,104.7433333,237.433,2014.7916670000002,2.3,2061.500367,41.29520282,111.46015790000001,25.16274828
2014.11,2044.57,39.12333333,103.5266667,236.15099999999998,2014.875,2.33,2187.492327,41.85818606,110.76352920000001,26.60681715
2014.12,2054.27,39.44,102.31,234.812,2014.9583329999998,2.21,2210.403601,42.43761435,110.0860123,26.79408548
2015.01,2028.18,39.89666667,101.29,233.707,2015.0416670000002,1.88,2192.649016,43.13196408,109.5038009,26.49229542
2015.02,2082.2,40.35333333,100.27,234.722,2015.125,1.98,2241.315468,43.43701382,107.9323321,26.9955137
2015.03,2079.99,40.81,99.25,236.11900000000003,2015.2083329999998,2.04,2225.6899,43.66867379,106.2023003,26.72860545
2015.04,2094.86,41.12,97.80333333,236.59900000000002,2015.2916670000002,1.94,2237.053872,43.91112304,104.4419797,26.79137168
2015.05,2111.94,41.43,96.35666667,237.805,2015.375,2.2,2243.855766,44.01779615,102.3752863,26.80611138
2015.06,2099.29,41.74,94.91,238.638,2015.4583329999998,2.36,2222.630039,44.19235924,100.4862677,26.49589529
2015.07,2094.14,41.99666667,93.49333333,238.65400000000002,2015.5416670000002,2.32,2217.0288149999997,44.46112491,98.97973105,26.38113634
2015.08,2039.87,42.25333333,92.07666667,238.31599999999997,2015.625,2.17,2162.637021,44.79629728,97.61818554,25.69365842
2015.09,1944.41,42.51,90.66,237.945,2015.7083329999998,2.17,2064.646032,45.13868105,96.26612148,24.49675217
2015.1,2024.81,42.80333333,89.28333333,237.838,2015.7916670000002,2.07,2150.9849710000003,45.47060056,94.84697734,25.49144105
2015.11,2080.62,43.09666667,87.90666667,237.33599999999998,2015.875,2.26,2214.9477890000003,45.87904881,93.58204620000001,26.22585189
2015.12,2054.08,43.39,86.53,236.525,2015.9583329999998,2.24,2194.192095,46.34970156,92.43235023,25.96542404
2016.01,1918.6,43.55333333,86.5,236.916,2016.0416670000002,2.09,2046.088393,46.44739384,92.24780882,24.2061672
2016.02,1904.42,43.71666667,86.47,237.111,2016.125,1.78,2029.2958850000002,46.58323888,92.13997711,24.00260678
2016.03,2021.95,43.88,86.44,238.132,2016.2083329999998,1.89,2145.294877,46.55680862,91.71309337,25.37229862
2016.04,2075.54,44.07333333,86.6,239.261,2016.2916670000002,1.81,2191.762728,46.54128048,91.44928655,25.92233754
2016.05,2065.55,44.26666667,86.76,240.229,2016.375,1.81,2172.42415,46.55707956,91.2490713,25.69470992
2016.06,2083.89,44.46,86.92,241.018,2016.4583329999998,1.64,2184.538261,46.60734063,91.11808475,25.84037293
2016.07,2148.9,44.65,87.64333333,240.628,2016.5416670000002,1.5,2256.339195,46.88237939,92.02526325,26.69400326
2016.08,2170.95,44.84,88.36666667,240.84900000000002,2016.625,1.56,2277.400003,47.03867714,92.69962317,26.94887243
2016.09,2157.69,45.03,89.09,241.428,2016.7083329999998,1.63,2258.061444,47.12470597,93.23428947,26.72787335
2016.1,2143.02,45.25333333,90.91,241.729,2016.7916670000002,1.76,2239.916412,47.2994578,95.02048559999999,26.52514309
2016.11,2164.99,45.47666667,92.73,241.35299999999998,2016.875,2.14,2266.405088,47.60693985,97.07377115,26.85095353
2016.12,2246.63,45.7,94.55,241.43200000000002,2016.9583329999998,2.49,2351.099802,47.82508066,98.94663844,27.86509822
2017.01,2275.12,45.92666667,96.46333333,242.83900000000003,2017.0416670000002,2.43,2367.119677,47.7838164,100.36404870000001,28.06357374
2017.02,2329.91,46.15333333,98.37666667,243.60299999999998,2017.125,2.42,2416.522572,47.86904721,102.03374190000001,28.65510653
2017.03,2366.82,46.38,100.29,243.801,2017.2083329999998,2.48,2452.811033,48.06507285,103.93372480000001,29.08692174
2017.04,2359.31,46.66,101.5333333,244.524,2017.2916670000002,2.3,2437.798807,48.21227068,104.9111134,28.90424596
2017.05,2395.35,46.94,102.7766667,244.733,2017.375,2.3,2472.924112,48.46016567,106.1051192,29.31334498
2017.06,2433.99,47.22,104.02,244.955,2017.4583329999998,2.19,2510.5381429999998,48.70505266,107.291393,29.74850324
2017.07,2454.1,47.53666667,105.04,244.78599999999997,2017.5416670000002,2.32,2533.028189,49.06552981,108.41827190000001,30.00222074
2017.08,2456.22,47.85333333,106.06,245.519,2017.625,2.21,2527.647453,49.24491947,109.14424960000001,29.914959399999997
2017.09,2492.84,48.17,107.08,246.81900000000002,2017.7083329999998,2.2,2551.8207199999997,49.30970463,109.6135182,30.16811441
2017.1,2557.0,48.42333333,108.01333329999999,246.66299999999998,2017.7916670000002,2.36,2619.154165,49.60038137,110.6388627,30.92039329
2017.11,2593.61,48.67666667,108.94666670000001,246.669,2017.875,2.35,2656.5894399999997,49.8586598,111.5921685,31.29891333
2017.12,2664.34,48.93,109.88,246.524,2017.9583329999998,2.4,2730.642104,50.147623100000004,112.6143639,32.08613201
2018.01,2789.8,49.28666667,111.73333329999998,247.86700000000002,2018.0416670000002,2.58,2843.732247,50.23947356,113.8933554,33.30734383
2018.02,2705.16,49.64333333,113.58666670000001,248.99099999999999,2018.125,2.86,2745.00823,50.37460208,115.25984960000001,32.03538234
2018.03,2702.77,50.0,115.44,249.554,2018.2083329999998,2.84,2736.395689,50.62205975,116.87621159999999,31.80840906
2018.04,2653.63,50.33,117.78666670000001,250.546,2018.2916670000002,2.87,2676.0069559999997,50.75441191,118.7799125,30.97017929
2018.05,2701.49,50.66,120.13333329999999,251.588,2018.375,2.9760000000000004,2712.98745,50.87560724,120.64461670000001,31.24361507
2018.06,2754.35,50.99,122.48,251.989,2018.4583329999998,2.91,2761.67066,51.12552398,122.80553400000001,31.6305565
2018.07,2793.64,51.44,,252.00599999999997,2018.5416670000002,2.89,2800.876131,51.57324072,,31.88636696
2018.08,2857.82,51.89,,252.146,2018.625,2.89,2863.631503,51.9955206,,32.50468488
2018.09,2901.5,52.34,,252.43900000000002,2018.7083329999998,3.0,2904.025777,52.38556235,,32.8588116
2018.1,2785.46,,,252.5855,2018.7916670000002,3.15,2786.267786,,,31.41908771
2018.11,2723.06,,,252.65875,2018.875,3.22,2723.06,,,30.56621156
