,Inflation,Total US,US Large,USL Value,US Mid,USM Value,US Small,USS Value,US Dividend Appreciation,US REIT,US Consumer Staples,US Health Care,US Energy,Total International,International Developed,International Developed Value,International Developed Small,Emerging Markets,Emerging Small Cap,Frontier Markets,Global REIT,Sweden,Australia,South Africa,Gold,Commodities,Emerging Market Bonds,International Bonds,Corporate Bonds,US Bonds,TIPS,Intermediate Municipal Bonds,Long Term Treasuries,Intermediate Treasuries,Short Term Treasuries,Treasury Bills
1982,1.03829787234,1.2060702875,1.209,1.1973657953,1.2305389222,1.2926042171,1.246506986,1.2824351297,1.1973657953,1.2128465988000001,1.369,1.213,0.871,0.98852524446,0.99010890199,0.9894,0.99671216499,0.98574703479,0.98574703479,0.98574703479,1.1567662602,1.3980656873,0.8422000000000001,1.3777,1.1556,1.1073,1.2016593876,1.225649649,1.3911,1.2519968051,0.92215568862,1.3106497,1.4148023629,1.3516,1.2389460713,1.1040063942
1983,1.03790983607,1.2180511182,1.213,1.2801835961,1.2355289421,1.3247860161,1.2884231537,1.3832335329,1.2801835961,1.3026132057,1.177,1.064,1.246,1.2552384754,1.2448796084,1.2532,1.3561821261,1.3216385926,1.3216385926,1.3216385926,1.2907695231,1.6890130211,1.6322,1.1377,0.8283,1.1539,1.1201552901,1.09776825649,1.092,1.0802715655,1.1686626747,1.0649717,1.01781630049,1.0517,1.07720868053,1.08702168049
1984,1.03948667325,1.04333067093,1.0621,1.09858311714,1.0119760479,1.02625601978,0.9251497006,1.02095808383,1.09858311714,1.2058647516,1.1471,1.0641,1.0801,1.08022350828,1.0780297732,1.027,1.1120852844,1.09937207216,1.09937207216,1.09937207216,1.1744544408,0.90137791836,1.0002,1.0877,0.8042,1.003,1.1315083612999999,1.1350790601,1.1654,1.1411741214,1.1556886228,1.0953248,1.1456358134,1.1315,1.1236657067,1.09701268858
1985,1.03798670465,1.3198881788999999,1.3123,1.3121133506,1.3173652695,1.318712246,1.3083832335,1.3073852295,1.3121133506,1.1879114303,1.4293,1.4243000000000001,1.1400816977,1.5698463381,1.5655909681,1.6113,1.6688253462,1.6037077644,1.6037077644,1.6037077644,1.2833951573,1.2823450174,1.4162,1.4137,1.0574,1.0919,1.1589207764,1.1095,1.2397,1.178115016,1.08682634731,1.1733125,1.3130007551,1.2158,1.1424224583,1.0737
1986,1.010978957,1.1591453674,1.1806,1.1973657953,1.1796407186,1.1766467066,1.05489021956,1.07185628743,1.1973657953,1.188908837,1.3316,1.2966,1.127,1.684494113,1.697472275,1.6757,1.5895187805,1.6216485598000001,1.6216485598000001,1.6216485598000001,1.312805156,1.5313402749,1.5062,1.5527000000000002,1.1868,1.0129,1.163054856,1.1121,1.1644999999999999,1.1291932907,1.2195608782,1.1621497,1.2384616226,1.1914,1.1215953734,1.06
1987,1.0443438914,1.01537539936,1.0471,1.00279385352,1.0,0.97604790419,0.91017964072,0.92714570858,1.00279385352,0.96150009974,1.1151,1.0611,1.0613,1.2654160846,1.2478769108,1.3029,1.4015143967,1.3724708462000001,1.3724708462000001,1.3724708462000001,1.03747909596,0.93557759023,0.8992,0.9507,1.242,1.2285,1.1190570846,1.0909,1.0249,1.00978434505,1.08183632735,1.0163863,0.970741,1.002,1.04029886741,1.0612
1988,1.04419410745,1.178115016,1.1622,1.2292955498,1.1956087824,1.2435129741,1.246506986,1.2924151697,1.2292955498,1.1320566527,1.1942,1.1261999999999999,1.2137,1.3008381561,1.2848436407000001,1.2974,1.2547573976,1.3993820393,1.3993820393,1.3993820393,1.1742520286,1.5493656004999998,1.2062,1.1417,0.8459,1.2698,1.1203082039,1.0893,1.0915,1.0735,1.1866267465,1.1000182,1.0915186000000001,1.0536,1.0540120771,1.0718
1989,1.04647302905,1.2869408946,1.3136,1.2492516463999999,1.2604790419,1.2245508982,1.1596806387,1.121756487,1.2492516463999999,1.08517853581,1.4796,1.4256,1.4345,1.1866892836,1.1070036967,1.1440000000000001,1.3028793464,1.6445729094,1.6445729094,1.6445729094,1.1105562228,1.2659770905,1.1742,1.5507,0.9686,1.3725,1.09991729094,1.0394,1.1401,1.1364,1.05888223553,1.1000321,1.1793267,1.1334,1.1096639345,1.0887
1990,1.0610626486899999,0.9384984025600001,0.9668,0.9169826382,0.8832335329000001,0.8373253493,0.8033932135999999,0.7804391218,0.9169826382,0.8438061041,1.1758,1.1398,0.9863,0.7851726202,0.7673094215,0.7803,0.8175749726,0.8910595036,0.8910595036,0.8910595036,0.8291477331,0.701796324,0.8422000000000001,1.0447,0.9665,1.2812000000000001,1.04040595036,1.057,1.0698,1.0865,1.05988023952,1.0719799,1.0578015,1.0941,1.09606166712,1.0794
1991,1.03064275037,1.3448482428,1.3022,1.2432648174,1.4121756487,1.376247505,1.4580838323,1.4141716567,1.2432648174,1.3534809495,1.4802,1.5182,1.0028,1.1934743563999999,1.1239884104,1.0985,1.05439872472,1.5937406558,1.5937406558,1.5937406558,1.3134793012000001,1.08104516607,1.2702,1.3047,0.9121,0.9317,1.1556740656,1.107,1.1842000000000001,1.1525,1.1566866267,1.1216122,1.1743011,1.1461000000000001,1.1157075743,1.0573
1992,1.02900652647,1.09624600639,1.0742,1.1355018958,1.1616766467,1.2145708583000001,1.1796407186,1.2884231537,1.1355018958,1.1430281269,1.0662,0.8422000000000001,1.061,0.91478746757,0.8812069138,0.8844,0.7912722925,1.1103358916,1.1103358916,1.1103358916,1.08596796207,1.0207791846,0.9732,0.9737,0.9403,1.0365,1.06719358916,1.0624,1.0862,1.0714,1.07285429142,1.0885495,1.074047,1.0756000000000001,1.0653692614799999,1.0352999999999999
1993,1.02748414376,1.1044329073,1.0989,1.1809020156,1.1407185629,1.1536926148,1.187,1.2355289421,1.1809020156,1.1938958707,0.9319,0.9399,1.2652,1.3887946518,1.3278049754999999,1.3935,1.3389459002000001,1.7422505731,1.7422505731,1.7422505731,1.242620566,1.5616348650999998,1.4372,1.5407,1.1739,0.8702,1.1968950573,1.1363,1.1208,1.0968,1.1546906188000001,1.1155274,1.1678703,1.1143,1.0641,1.0286
1994,1.02674897119,0.9983,1.0118,0.9927,0.97704590818,0.97704590818,0.9949,0.98303393214,0.9927,1.02932375823,1.0568,1.1318,0.9837,1.055577729,1.08002797482,1.1059,1.1548271396,0.92395096183,0.92395096183,0.92395096183,1.03588725092,1.06065403969,0.9372,1.2207,0.9759,1.0451,0.8067,0.9513,0.96,0.9734,1.02994011976,0.9787834,0.9296177,0.9567,0.9942,1.0381
1995,1.02538410154,1.3578999999999999,1.3745,1.3694,1.3413173653,1.3463073852,1.2873999999999999,1.255489022,1.3694,1.1500099741,1.3675,1.5845,1.2532,1.09702654161,1.1149965031,1.1082,1.02281558235,1.00229243496,1.00229243496,1.00229243496,1.136764116,1.2015262237,1.2102,1.0817,1.0073,1.1944,1.2638,1.1712,1.2216,1.1818,1.00598802395,1.1364473,1.3009321,1.2044000000000001,1.1211,1.0549
1996,1.0332247557,1.2096,1.2288000000000001,1.2186,1.1876247505,1.2121756487,1.1812,1.2115768463,1.2186,1.3494913226,1.2448000000000001,1.2208,1.34,1.07577828777,1.06304326107,1.084,1.04015143967,1.1583,1.1583,1.1583,1.2810630639,1.4215000031,1.1122,1.0877,0.9521,1.3292,1.3891,1.1188,1.0321,1.0358,1.03892215569,1.0419648,0.9874585,1.0192,1.0439,1.0509
1997,1.01702395965,1.3099,1.3319,1.2977,1.2874251497,1.3680638723,1.2459,1.3153692614999999,1.2977,1.1846199880000001,1.3669,1.4109,1.1489,0.99012173219,1.02008192627,1.0107,0.8555345222999999,0.8318,0.8318,0.8318,1.135995424,1.1032427266,0.8788014839,0.9487,0.7836,0.8529,1.1261999999999999,1.1069,1.1016,1.0944,1.07784431138,1.0708151,1.1390419999999999,1.0896,1.0639,1.0512
1998,1.01611903286,1.2326000000000001,1.2862,1.1464,1.09880239521,1.01317365269,0.9739,0.93313373253,1.1464,0.8368,1.2292,1.4142000000000001,0.7947,1.156,1.2019182736,1.1721,1.2598,0.8188,0.8188,0.8188,0.9166,1.1205977394,1.04203144423,0.8936999999999999,0.9893,0.6378,0.8525,1.1187,1.085,1.0858,1.02594810379,1.057597,1.1305121,1.1061,1.0735999999999999,1.05
1999,1.02684563758,1.2381,1.2107,1.1257,1.1508982036,1.01996007984,1.2313,1.03143712575,1.1257,0.9596,0.9837,0.9067000000000001,1.2098,1.2992,1.2718553302,1.2363,1.9029,1.6157,1.6157,1.6157,1.0445,1.6301737486999999,1.1923841639,1.6077,1.006,1.3987,1.2557,1.0196,0.9732,0.9924,1.07684630739,0.9949712,0.9134151,0.9648,1.0185,1.0455
2000,1.03386809269,0.8943,0.9094,1.0608,1.181,1.222255489,0.9733,1.2187999999999999,1.0608,1.2635,1.0564,1.3824,1.3643,0.8439,0.8563293036,0.9647,0.9732,0.7243999999999999,0.7243999999999999,0.7243999999999999,1.1586,0.7742005246,0.881274024,0.9937,0.9432,1.4863,1.1526,1.0895,1.1021,1.1139000000000001,1.04590818363,1.0924136,1.1972221,1.1402999999999999,1.0883,1.058
2001,1.01551724138,0.8903,0.8798,0.8812,0.995,1.08572854291,1.031,1.137,0.8812,1.1235,0.9668,0.8778,0.9745,0.7985,0.7798980917,0.8115,0.7748,0.9712,0.9712,0.9712,1.04225,0.7696996397,1.01895286619,1.2867,1.005,0.6756,0.988,1.0612,1.0945,1.0843,1.07395209581,1.0505426,1.0430805,1.0755,1.078,1.0399
2002,1.02376910017,0.7904,0.7785,0.7908999999999999,0.8539,0.90129740519,0.7998000000000001,0.858,0.7908999999999999,1.0375,0.9335,0.8075,0.9938,0.8492,0.8438,0.8376,0.8612,0.9257,0.979,0.9257,0.990425,0.7052099292,0.98838834437,0.9127,1.2526,1.3109,1.1384,1.0666,1.1118999999999999,1.0826,1.1661,1.0791249,1.1667388,1.1415,1.0802,1.0151
2003,1.01879491432,1.3135,1.285,1.3225,1.3414,1.3763473054,1.4563000000000001,1.3719,1.3225,1.3565,1.157,1.149,1.338,1.4034,1.3867,1.4472,1.5737,1.5765,1.5976,1.5765,1.368225,1.6737813382,1.5526752878,1.1547,1.1959,1.1982,1.2242,1.0225,1.0889,1.0397,1.08,1.0445952,1.0267673,1.0237,1.0238,1.0082
2004,1.03255561584,1.1252,1.1074,1.1529,1.2035,1.2691616766,1.199,1.2355,1.1793675168,1.3076,1.0824,1.0184,1.3665,1.2084,1.2025000000000001,1.2384,1.3176999999999999,1.2612,1.2409,1.2612,1.2828,1.3531674437,1.2940547914,1.436208381,1.0439,1.164,1.1137,1.0508,1.0591,1.0424,1.0827,1.0322922,1.0711974,1.034,1.0103,1.01
2005,1.03415659485,1.0598,1.0477,1.0709,1.1393,1.126247505,1.0735999999999999,1.0607,1.0281587283,1.1189,1.039,1.08200799536,1.3904999999999998,1.1557,1.1360000000000001,1.1334,1.2048999999999999,1.3205,1.2852000000000001,1.3205,1.1280999999999999,1.1033399813,1.1665372836999999,1.2587049765,1.1747,1.2462,1.1146,1.0524,1.0121,1.024,1.0259,1.0223901,1.0660895,1.0232,1.0177,1.0277
2006,1.02540650407,1.1551,1.1564,1.2215,1.1360000000000001,1.1758483034,1.1564,1.1924,1.1944024765,1.3507,1.1577,1.0654377405,1.1888,1.2664,1.2627,1.2996,1.3034,1.2939,1.317,1.2939,1.329625,1.4373024353,1.3089309047,1.1973679751,1.2233,0.8428,1.1009,1.0302,1.0426,1.0427,1.0043,1.0442845,1.0174331,1.0314,1.0377,1.0455
2007,1.04081268583,1.0549,1.0539,1.0009,1.0602,0.95439121756,1.0116,0.9293,1.0553,0.8354,1.1287,1.07874190327,1.3477999999999999,1.1552,1.1115,1.0584,1.0515,1.389,1.4161,1.389,0.91535,0.98693884726,1.2824690231,1.1551041644,1.3094999999999999,1.3046,1.0605,1.0409,1.043,1.0692,1.1159,1.0342685,1.0924393000000001,1.0998,1.0789,1.0465
2008,1.00091412901,0.6295999999999999,0.6297999999999999,0.6403000000000001,0.5818,0.6335999999999999,0.6393,0.6795,0.7343999999999999,0.6295,0.83,0.7665600724,0.6071,0.5589999999999999,0.5872999999999999,0.5608,0.5338,0.4719,0.4112,0.4719,0.47899871939999994,0.5309829182,0.5200007863,0.6239171425000001,1.0545,0.5253,0.97873011374,1.0557,0.9301,1.0505,0.9715,0.9986096,1.2251553,1.1332,1.0668,1.0197
2009,1.02721331126,1.287,1.2649,1.1958,1.4022000000000001,1.3761,1.3612,1.3034,1.1915,1.2958,1.1695,1.2182115683,1.2496,1.3673,1.2827,1.3381,1.4712,1.7598,1.9479318918000001,1.5427961169,1.4165731142,1.5541613507,1.6815735268999998,1.5162846836,1.2345,1.1514,1.1537340817,1.0425,1.213,1.0593,1.108,1.1021622,0.8795151999999999,0.9831,1.0144,1.0053
2010,1.01495723527,1.1709,1.1491,1.1428,1.2546,1.2163,1.2772000000000001,1.2482,1.1457,1.283,1.1442999999999999,1.0559874491,1.2118,1.1112,1.0836,1.0318,1.2497,1.1886,1.2354053139,1.3389359937,1.1468598899,1.3590833021,1.1532686311,1.3699175739,1.2793,1.0783,1.1083817503,1.0311,1.1065,1.0642,1.0617,1.0213427,1.0893016,1.0735,1.0264,1.0001
2011,1.02962418845,1.0096,1.0197,1.01,0.9789,0.9956,0.972,0.9584,1.0605,1.0847,1.1365,1.1071644382999999,1.0275,0.8544,0.8749,0.8775999999999999,0.8091,0.8082,0.6986721131,0.7760604257,0.8306559504,0.8320525746,0.8842812247,0.8431642228,1.0866,0.9675,1.07648811328,1.0376,1.0794,1.0756000000000001,1.1324,1.0962244,1.2927743,1.098,1.0226,1.0002
2012,1.01741022369,1.1625,1.1582,1.15,1.158,1.1591,1.1804000000000001,1.1856,1.115,1.1753,1.1109,1.1902025377,1.0347,1.1814,1.1856,1.1752,1.1889,1.1864,1.2663150502,1.1227792015,1.4312345921,1.2444556009,1.24035466,1.2100686974000001,1.0836999999999999,0.9939,1.1652157572,1.0628,1.1136,1.0405,1.0678,1.0569568,1.0346526,1.0267,1.0069,1.0002
2013,1.0150173562,1.3335,1.3218,1.3285,1.35,1.3742,1.3761999999999999,1.3641,1.2885,1.0231,1.2798,1.4267707225000001,1.2577,1.1503999999999999,1.2206,1.2261,1.1743999999999999,0.9480999999999999,1.01962849412,1.2369773546,1.0233154571,1.2354561378,1.01817252342,0.92535196972,0.7205999999999999,0.9796,0.92206984584,1.0101,0.982,0.9774,0.9108,0.9844488,0.8697459,0.9691,0.999,1.0001
2014,1.0075649327,1.1243,1.1351,1.1305,1.1360000000000001,1.1384,1.0737,1.1039,1.0998,1.3013,1.1585,1.2422354135,0.9009,0.9576,0.9434,0.9435,0.9519,1.0042,0.98119612078,1.03305825617,1.02240787539,0.91575277852,0.95358143653,1.02803904274,0.9957,0.6639999999999999,1.06044685138,1.0883,1.0747,1.0576,1.0383,1.072462,1.2527673,1.0432,1.0071,1.0001
2015,1.00729519786,1.0029,1.0125,0.9897,0.9854,0.9809,0.9621999999999999,0.9522,0.9795,1.0222,1.0601,1.07119947885,0.7679,0.9563,0.9982,0.9411,0.9968,0.8449,0.8758783057,0.8278429542,0.98170573767,0.95456483152,0.9005785692,0.7400030411,0.8829,0.6653,1.01034697704,1.0104,1.0088,1.003,0.9817,1.0285771,0.984629,1.015,1.0045,1.0002
2016,1.0169,1.1253,1.1182,1.1675,1.1107,1.1511,1.1817,1.2465,1.1173,1.0834,1.063,0.9668,1.2893,1.0465,1.0245,1.0487,1.0417,1.115,1.0794,1.0202,1.0201,1.0237,1.111,1.1675,1.0888,1.0992,1.0926,1.0467,1.053,1.025,1.0452,1.0008,1.012,1.0119,1.0099,1.0025
